name,release_date,required_age,price,header_image,positive,negative,recommendations,genres,categories,description
Crashed Lander,20150204,0.0,4.99,https://cdn.akamai.steamstatic.com/steam/apps/340450/header.jpg?t=1573756365,0.0,39.0,11.0,"Singleplayer,Steam Trading Cards,VR Support,Partial Controller Support","Indie,Arcade,Physics,VR",Outwit gravity race the clock explore new worlds Crashed lander is a gravitybased arcade game inspired by classics like Lunar Lander and Space Taxi Youve built a janky craft out of propane tanks and spare parts Pilot it from pad to pad trying to beat your best time A then flirt with that fine line between speed and control If youAre brave enough to try Hard Mode youAll be flopping around like a QWOPy low gravity turtle With a little practice youAll be zippin around doin barrel rolls YouAll see sites from the cutting edge of fractal mathematics A bizarre organic shapes arcane archaeological digs and all manner of WTFderful alien vistas Each level is a handcrafted environment that encourages the player to explore and goof around You can also pilot your lander in virtual reality with your Rift Vive or other SteamVR compatible headset 25 levels to conquer and explore in pad Hopper mode 25 levels in Ring Runner mode fly through custom courses Play in VR Works on monitors plus Rift Vive and other SteamVR headsets Full xbox 360 controller support Hidden collectibles on every level Earn stars and track your progress through all 50 levels An hour of spacey glitchhop music mp3s included Achievements and Global Leaderboards Windows OSX and Linux Version 31 is available now with better performance improved VR support new options menu new tutorial and a first person camera mode Crashed Lander was part of the first wave of VR games on Steam Original released for the Oculus Rift DK1 and updated eleventyhundred times as VR grew and headsets advanced This is a 3rd person VR view with lots of camera motion it might make some people uncomfortable There is no support for motion controls a gamepad or keyboardmouse is required
Hospital 9,20191025,0.0,1.47,https://cdn.akamai.steamstatic.com/steam/apps/1149090/header.jpg?t=1617939622,0.0,7.0,14.0,"Singleplayer,Steam Achievements","Horror,FPS,Exploration,Shooter,ActionAdventure,3D,FirstPerson,Action,Zombies,Psychological,Adventure,Dark,Singleplayer,Indie,Soundtrack,Short",Hospital 9 is a little game for players who want to easily enjoy a FPS adventure game The goal of this game is to get to the last scene Whats unique about this game 1 No flash light present The lighting of this game is the LED light that RINA a female friend of the player has Its a unique lighting effect that makes you feel as if youre groping 2 Female Friend RINA Your girlfriend follows you and illuminates your surroundings with LED lights RINA will talk to the player during the investigation She may tweet something important 3 Work with RINA If RINA finds something press and hold the wheel button on your mouse to move RINA to that location Features of this game This is an FPS adventure game A game that emphasizes exploration rather than action It is not suitable for players who want to defeat many enemies No jumpscares If you get a room key you can open any room door However once it is used it is removed from the inventory Inventory a fixed container recovery Items a handgun and a female friend RINA who follows the player Zombie ghost Novel enemy character that a zombie became a ghost Locating keys visiting clues and the player reaches the last scene Music composed for this game MAX HP is 200 Controls W A S D Move Shift key Run Hold down the wheel button on the mouse If RINA finds something she moves to that location RightClick Zooming TargetingWhen equipped with a handgun Using and Equipping Inventory LeftClick Shoot a handgun When equipped with a handgun operate a switch drag to move a drawer etc E Get items Open the door R Reload a gunWhen equipped with a handgun Q Examine SpaceKey Jump C Crouch down TAB key Inventory H Put a party hat on RINAs head ESC key Return to Main menu Graphics and Sound settings To equip a weapon A Right click on the weapon icon in the inventory and select USE You will get all music of Hospital 9 with mp3 for FREE The folder name is Soundtrack You can find this folder by rightclicking on the game name from the STEAM application and pressing Properties Local Files tab View Local Files 01 Hospital 9 theme song 02 In the dark 03 Elucidation Please note the following No save and load functionality Instead we lowered the price Depending on the situation of the players global achievement data it may be added in the update This game has been optimized for 1280 720 resolution However you can also play with other resolutions Only the structure of the hospital building is the same as the extra level of First Customer Please be careful if you have a First Customer Game Tips There is a room key in the drawer of the first room Once in the room press the wheel button on your mouse To equip a gun right click on the weapon icon in the inventory and select AUSE  Lets turn on the light on the desk You may see something you cant see The lever is linked to the door lock of some room If the wood is in the way press E to remove it Some things cant be seen without squatting If RINA looks weird its not a bug Lets go on to the end of the story
The Trap Remastered,20201109,18.0,24.99,https://cdn.akamai.steamstatic.com/steam/apps/1446130/header.jpg?t=1642239424,0.0,1.0,10.0,"Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Indie,Violent,ActionAdventure,Horror,Survival Horror,Historical,Zombies,Female Protagonist,3D,Perma Death,Singleplayer,Early Access,Third Person,Survival",The Trap Remastered Makes quality such as real shadow effect etc GAMEPLAY Milka Yotova was 7 years old and her father Alexander Yotov left for her And he works there in Buzludzha is a Communist party and his colleague Denislav Pavlov is murdered with his father The reason that Alexander has secret special injections to protect a zombie infection Denislav failed to find Twenty years later Milka became an agent but Denislav followed her because of her relationship with her father and kidnapped her and brought her to Buzludzha where she was trapped She struggles with herself and risk of a zombie infection FEATURES The Trap Remastered is the thirdperson games She intrudes when she kills the zombies Includes of horrors for survival The game includes inside the Buzludzha Monument There is great danger inside the destruction and falling on the roofs and in the main character must be paid attention In the hall looks on the upper roof there is a Hammer and sickle the symbols of communism 2 Plugs There are two differences north and south You have to find it
Words for Evil,20141211,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/335790/header.jpg?t=1447365542,0.0,356.0,0.0,"Singleplayer,Steam Trading Cards,Stats","Word Game,Typing,Spelling,Indie,Adventure,Casual,Action,RPG,Pixel Graphics,Singleplayer",Words for Evil is a fast paced word game combined with a fantasy RPG It is available on both PC and Mac Full keyboard support The game moves as fast as you can type Four separate word games Battle monsters unlock chests defuse traps and cheat death 16 Heroes to unlock each with their own skill sets Nearly 100 monsters to defeat 6 beautiful stages to discover and explore Deep combat system Buffs critical hits armor character attributes disables attack modifiers Words for Evil features everything you expect from an RPG all built on top of classic word game mechanics Defeat powerful monsters Level up your heroes and unlock powerful abilities Discover new heroes and add them to your party Purchase equipment and potions to become even stronger Track your progress with the bestiary and stat pages
Momodora III,20140701,0.0,1.99,https://cdn.akamai.steamstatic.com/steam/apps/302790/header.jpg?t=1629456150,0.0,1045.0,8.0,"Singleplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support","Indie,Action,Platformer,Pixel Graphics,Female Protagonist,Anime,2D,Cute,Metroidvania,Singleplayer,Great Soundtrack,Difficult",Momodora III is a classic action platform game with a variety of items and secrets Its the third installment of the Momodora series although playing the previous titles is not necessary to enjoy the game The game takes a departure from the style of Momodora II and focuses more on linear level design similar to the first title in the series It follows a simple story revolving around sudden weird apparitions at the village of KoHo The people of the village send two priestesses Momo and Dora to investigate the matter Features 6 regular stages plus one secret stage Items that allow you to customize your way of playing Difficulty selection Several secrets and more
For The King,20180419,0.0,5.99,https://cdn.akamai.steamstatic.com/steam/apps/527230/header.jpg?t=1657213218,0.0,25040.0,78.0,"Singleplayer,Multiplayer,PvP,Online PvP,SharedSplit Screen PvP,Coop,Online Coop,SharedSplit Screen Coop,SharedSplit Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Open World,RPG,Strategy,Online CoOp,TurnBased,Roguelike,Multiplayer,Coop,Adventure,TurnBased Combat,Tabletop,Roguelite,TurnBased Strategy,PartyBased RPG,Indie,Board Game,Fantasy,Hex Grid,Strategy RPG,Local CoOp",The King is dead murdered by an unknown assailant Now the once peaceful kingdom of Fahrul is in chaos With nowhere left to turn and stretched beyond her means the queen has put out a desperate plea to the citizens of the land to riseup and help stem the tide of impending doom Will you brave the relentless elements fight the wicked creatures sail the seas and delve into the dark underworld None before you have returned from their journey Can you be the one to put an end to the Chaos For The King is a challenging blend of Strategy JRPG Combat and Roguelike elements Unique DiceRoll Inspired Combat System Fight and die as a party in fast paced and brutal turnbased combat using a unique slot system for attacks and special abilities Find and gather herbs for your trusty pipe to heal your wounds and cure your maladies Set up safe camps or brave the horrors that nightfall brings Roguelite Replayability Every playthrough is made unique with procedurally generated maps quests loots and events for you to tackle Use Lore between playthroughs to purchase Weapons Items NPCs Classes Events and more Multiple ways to play Play either single player local cooperative play or online cooperative play Choose to split your party up and cover more ground or stick together for protection A sound strategy can mean the difference between life and death Plethora of additional content For The King for features all released expansion content including Dungeon Crawl Frozen Expanse Adventure Gold Rush UnCooperative Mode Into The Deep and More Just remember adventurer you do this not for the riches or fame but for your village for your realm For The King
AXESURVIVAL,20190114,13.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/958230/header.jpg?t=1572353767,0.0,4.0,5.0,"Singleplayer,Steam Achievements","Action,Adventure,RPG,Indie,Early Access,Survival",Build your building and forget to try to survive in this open world it will be a little harder every day to get used to surviving only everyday Collect spoils to fight hunger thirst and cold and make life easier
Ray Attack,20210522,0.0,1.99,https://cdn.akamai.steamstatic.com/steam/apps/1626710/header.jpg?t=1622205727,0.0,0.0,0.0,Singleplayer,"Casual,Simulation,Shooter,3D Platformer,Wargame,FPS,ThirdPerson Shooter,Flight,3D,3D Vision,Minimalist,FirstPerson,Third Person,Relaxing,Artificial Intelligence,TurnBased Tactics,Physics,Singleplayer,Indie,Tanks",The first time you enter the game you need to complete 6 tutorial levels before you can unlock other game content There are two modes in the battle mode onetomany mode and manytomany mode In onetomany mode you can choose your favorite fighter to fight against all enemies In manytomany mode you can adjust your lineup to fight the enemy lineup When the onetomany mode and manytomany mode are all cleared the game will unlock the manytoone mode At this time you can adjust your lineup to fight against the games BOSS In the mission mode each level corresponds to the challenge mission of each fighter The main goal is to get more points The scores in the game can be used to buy resurrection coins and can also be used to increase the number of your lineup
Fairy Lands Rinka and the Fairy Gems,20170825,0.0,2.3,https://cdn.akamai.steamstatic.com/steam/apps/680930/header.jpg?t=1656093908,0.0,21.0,16.0,"Singleplayer,Steam Achievements,Full controller support,Steam Cloud","Indie,Casual,Puzzle,Action,Stylized,2D,Match 3,Arcade,Colorful,Singleplayer,Pixel Graphics,FastPaced,Magic,Cartoon,Controller",Weird gems are falling from the skies Who will manage to do something about it Maybe Rinka Well Wiseghaika surely hopes that somebody will do something Some fairies managed to learn how to use them as a weapon so fights will be less painful But not all of them have mastered this art To be exact neither of our six heroes can use those mysterious stones in big barrages This might give you some problems But cmon since when were heroes stronger that their foes Please dont say it in front of Skootis Back to gems Weird thing about them when two of the same color collide they go ding and release some weird spheres Those spheres can absorb other gems Red spheres for example absorb all red gems they meet but will stop after absorbing any gem that isnt red The same happens with others mostlymaybe If gems will touch left side of your screen youll get hurt Does it makes sense What are screens I heard abut them from Astrofairies but now they are extinct so I cant ask them Gray gems are different and weird They wont hurt you and most likely will disappear after touching that weird shield in front of you It is almost like theyre devoid of energy But you shouldnt take them too easy You cant destroy them as there are no gray gems in your arsenal so only way is either to wait while they will be destroyed by the barrier or make some sphere touch them about the Game Itself This game is made in the vein of old puzzlelike games without real twist Just simple active puzzleOr maybe there is some twist For the first game made with this engine I think it is good job from my side considering that everything except music is made by sole silly me Now there is a couple known bugs that can occur but wont destroy game too much or maybe they are finally gone couldnt get them last betatesting session Game just likes to be important to you so please remember to put it on a pause if you suddenly need to do something else while playing Please tell us about bugs well be trying to fix them Remember to save settings in OPTIONS or else when you restart the game theyll go back to standard ones Markiza Infofairy Young individual composed of only two things information and desire to obtain new information Sersh Techfairy Lone wanderer aimlessly pondering around Fairy Lands Also he often loses his hand so it is hidden in his pocket most of time Roxanna Ragfairy Little silly girl with a big melodic dream She is soft to the touch too Volia Aquafairy Selfconfident boy made of magical clay who possesses ability to control water He is water He is sane He loves to eat Skootis Ashfairy She will be the strongest you hear me This is for sure is not her writings But it is truth Rinka Barbarianfairy This girl surely loves marzipan cakes And to crush stuff when cake goes not into her belly And hey she is important Story Art Odd Meat Odd meat Gameplay programming Translation help Odd Meat with some idea assistance from testers dsp 2003 Xitilon Music Testers Penguinum Firiat dsp2003 Okamisen Mr RK Nekomata dsp2003 Elp2112 Xitilon Labtop 215 Okamisen
Puppet Fever,20180419,0.0,14.99,https://cdn.akamai.steamstatic.com/steam/apps/800390/header.jpg?t=1554503922,0.0,30.0,0.0,"Singleplayer,Multiplayer,PvP,SharedSplit Screen PvP,SharedSplit Screen,Remote Play Together","VR,Local Multiplayer,Early Access,Casual,4 Player Local",Act for your friends try to make them understand whatAs going on but most importantly make them laugh Right now you get 500 Unique English Word Cards with acting tips plus another 500 in Swedish too Hundreds of Puppets and props 15 different Categories 5 Player avatar masks 5 Enthusiastic Bot players for lonely gamers 2 Game modes Mixer 12 live stream play using live chat and Interactive Features and much more to come during Early Access Puppet Fever is local multiplayer party game where you take turns as the acting star of a virtual puppet theatre Find yourself a friend or sibling no additional controllers or headsets needed Together you will become digital puppet masters You Will Act Like A Freak and Make Poor Choices Make Up Silly Sound Effects and Voices Take Giant Leaps Of Logic Shout At Your Friends Get shouted at by your friends and robots You May Also Start up an interactive livestream and invite your followers to the show Take your time and create pictures and videos of your own puppet dramas Share your best and worst creations on social media directly from the game But since we are in Early Access you can expect more to follow
Super Arcade Racing,20191015,0.0,12.99,https://cdn.akamai.steamstatic.com/steam/apps/1103770/header.jpg?t=1658485461,0.0,72.0,88.0,"Singleplayer,Multiplayer,PvP,Online PvP,SharedSplit Screen PvP,SharedSplit Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play Together","Racing,Action,Indie,Sports,Adventure,Casual,Retro,Pixel Graphics,Arcade,Driving,TopDown,Singleplayer,2D,Multiplayer,Old School,Difficult,Great Soundtrack,FastPaced,Local Multiplayer,Controller",Enter the world of underground car racing to save your brother Its not going to be easy but taking part in the Super Arcade Racing tournament is the only way you can see your brother again and solve the mystery behind the organisation that kidnapped him A full story with over 60 different tracks in 5 different biomes to race on in your quest to save your brother Customise the shape and colour of your car with over a billion possible combinations youre sure to find something you like You can also upgrade the performance of your vehicle to keep up with your rivals Play against racers from around the world in online crossplatform multiplayer on our dedicated server or play with up to 4 players at once in local multiplayer Compete for the glory of having the best time in the world on a track Use practice mode to race your ghost and beat your personal best
Kill The Censored,20190324,0.0,0.99,https://cdn.akamai.steamstatic.com/steam/apps/1032270/header.jpg?t=1553461524,0.0,0.0,0.0,Singleplayer,,The second project from DuckINC studio Kill the Censure the game in point and click style with next futures 10 relaxing art Soundtrack for unsual relax More harder to the end All characters are 18 years old
The Fortress of Varnolis,20211012,0.0,0.0,https://cdn.akamai.steamstatic.com/steam/apps/1714010/header.jpg?t=1658496289,0.0,3.0,0.0,"Singleplayer,Full controller support","Puzzle,Walking Simulator,Dungeon Crawler,Exploration,3D,Realistic,Third Person,Atmospheric,Conspiracy,Dark,Dark Fantasy,Emotional,Horror,Medieval,Mystery,Psychological,Survival Horror,Linear,Stealth,Story Rich",Help guide a young boy escape a terrible nightmare in a castle Discover the long buried secrets within the dark The Fortress of Varnolis is a horror mystery game about a boy struggling against the terror he has awoken to You must help the boy maneuver dark dungeons solve puzzles overcome monsters and discover forbidden secrets as you work your way to the top of this ancient dungeon Collect notes and encounter strange ancient beings as you unravel the forgotten past of Varnolis and unearth the terrible truth of the many inhabitants of these ancient halls
Samurai Chess,20210416,0.0,1.99,,,,,,,The classical game of chess now with Samurai Warriors Play chess against your friends locally or versus the computer unlock new scenarios and chess pieces and prove yourself to be a real Samurai Features Play against the computer with 3 different difficult levels
Mad Games Tycoon 2,20210121,0.0,24.99,https://cdn.akamai.steamstatic.com/steam/apps/1342330/header.jpg?t=1635858336,0.0,3294.0,72.0,"Singleplayer,Multiplayer,PvP,Online PvP,LAN PvP,Steam Achievements","Management,Economy,Game Development,Simulation,Strategy,City Builder,Casual,Programming,Cartoony,Capitalism,Colorful,Cartoon,TopDown,Isometric,Funny,Atmospheric,Building,Trading,Crafting,Early Access",Start your own game developer studio It is the year 1976A few revolutionaries set out to take over the entertainment industry You too take the risky step and found your own game company in a small unimpressive office Build your own studio with offices production facilities and server rooms Place decorative objects in your offices to increase prestige and attract the best employees in the industry Watch out for pollution heat and employment opportunities for your staff Buy the most desirable offices and become the leading manufacturer of computer games and consoles Develop games and consoles With Mad Games Tycoon 2 you have countless options to develop the game of your dreams From a simple text adventure to expensive MMOs Develop games for highpaying publishers or produce and distribute games from the competition Do you want to publish your games on all consoles or do you want to create the next exclusive hit for the most successful home computer Design the most impressive nextgen console and dominate the hardware market Dominate the game industry Hire the most legendary game developers sell your most advanced engines to the competition or buy out all game developer studios You have countless ways to influence the game industry Guide your small studio through all crises and make it a marketleading company
Doodle Champs Playtest,20210730,0.0,0.0,https://cdn.akamai.steamstatic.com/steam/apps/1633150/header.jpg?t=1638454679,0.0,0.0,0.0,,,
Rainbow Pixel Color by Number,20191001,0.0,4.99,https://cdn.akamai.steamstatic.com/steam/apps/1148080/header.jpg?t=1572756515,0.0,8.0,0.0,Singleplayer,Casual,Rainbow Pixel is an exciting puzzle game and a wonderful opportunity to rest and relax after a tough day Color in pictures by the numbers and create your own gallery of colorful images Solve mysteries and enjoy playing Now you can feel at home anywhere while you play your favorite puzzle game Save your progress at any time Simple controls and plenty of hints and tools make the game more fun to play The game is great for newcomers and true puzzlebusting professionals alike The rising sunAs bright rays await you along with beautiful views cute animals all kinds of tasty treats and much more Rainbow Pixel is a game and a source of inspiration full of colorful and tasty puzzles to warm your heart Here you can find inspiration and create unique pictures that youAll cherish 120 highquality puzzles cleverly designed gameplay change the background color turn cancel and magnifier ability to save and return to a puzzle at any time relaxing and nice background music Its a bargain
   1       ,20211130,0.0,4.99,https://cdn.akamai.steamstatic.com/steam/apps/1785750/header.jpg?t=1643193335,0.0,2.0,0.0,Singleplayer,"Life Sim,Simulation,Cartoony,Choices Matter,Story Rich,Multiple Endings,Drama,2D Platformer,Retro,Indie,Early Access,Futuristic,Management,Singleplayer", z    az    a  az a     A34   A      1 a                    a      1 a  A14     a    a      a  a  34   o 34 z a     a     3 a     A    1 z    A34   A  a  a   1      1 z    az  z az a     1   a  1     as      1       a1 az     z   34       z       34 a  a        1   a  s               z  1 A  A  z   z    z     az A  A3 A1 1 a    s 1 s 12   a  12 3 z   z as   a     z   z          34   a  a        1    z      34      az   z    az     A    a1 a  A    A         a  z  z a 4 z      1 az   z      a     a  a1 a  a  a  34   34 a   1 a  a  a    s     a1 az a  as a  14 12 s a     z   z    z  z az a  a  a    a  a  34 1 A    as a    s   s s A     a  a  34 z     1         a  az            a  34 A  a  o a  o 34 z a  34 A     1 a  a  34 a    z a     34 a  34 A1   a    A                  a  1 a    s   z a   s a    z az az    34 A1         1 a                  z      A      14   A  z       z a   1 az a  a      A  z          14 A  z A  3      z  z az  z az A    a       A34   z as       12 1 a  a  A  A34   A3 1 A      a  a          a  34 a        A  z        A     az  z a               a    14   o   a    1 a  12 a  14 A14   1 a  z    3 s az    3 1 A  a  o A     A14     a  34 az a1 as a  A               12 as a  z a  1 a    az a1 a  o 34 z a  34 a        a  a      a  A  a1      a  A    a  az  z  s as     1 A    o 34 z a  34    o 34 z a  34 z az  z     a   1 az     z   34 s       o A    az a   z    a  14 1 az a   z   34     z    1           a    a    o 34 z a  34   s       z    s   a  1       1 az a  z az a                az  1 a  z   34   A14 z A  z   z      z az a    1     z    A  1 az a  az  z      A      a  A12     z   z    1 a  az  z   z      a  1       az a      a      a    a1 az  z   z A          A  A    a       a1 a  az      A  A  a  a  1      az a  z a     34  z a     34 a      A34 1 a  a  14  z     z   34 A      z      a    1           z a1 A    z a  az    o 34 z  s a          A  z   z         A  A34   A3 1 a    A  z   z      a            a        34 a  34 az a   1 a  A  A        s   a   z   34 1 A       z    a  3   1   az az A  A3   az    a   s a  z a1 a  34 a    a  a  s az az   1 az a  az        1 s   1 s   a  A      Ao a1 a     A  s   a  1   a  a   z  1 a  az   z a  1         az      a  A  A3 z a     z   34   a    A3 A1   z A    z a    1 a     z        1 az     z   34   1  z   a  z        z    A12 s z az a    z   A  A3 A1 1 A      3 s A   1 A  s A      az a  A  a    a  a  A  1 az A      as A        a  z    a    a      3 z   1 as    a     az a1  z   34   a      1     z a     Ao     z  s     a  a1  z  z az a  az  s     a       12 az    34     a  z    a    a      3 z A   1 as a  3   a  a1 a         z    as a  A    1 a  1       az az  z a  a  z a  z          as az         12 s 1 a  1       s A     a  a       a    34   A12   A           a  A    a1 az  z      z    3 A  a  a    a      z   z    az   1 az a  az    a  3     A3   34 a  a1     a  z   z      12 a  z      as az a  34 a1 az         z   34   A  az a   a1 A
Fisticubes One Button Boxing,20210721,0.0,0.0,,,,,,,Fisticubes is a goofy physicsbased onebutton boxing party game where up to 4 players compete to destroy each other Enjoy such features as Singleplayer tournament mode 1v1 your way to the championship Online multiplayer with Steams Remote Play Together together A growing selection of different arenas Plenty of matchmaking options 24 player support with customizable controls Anvils that destroy the very floor beneath you Bombs that launch you in any and every direction Vegetables that make you grow bigger than your enemies Springs that launch you upwards to get the drop on your foes Colour Blind Accessibility Bots for offline and friendless play Firstperson mode Virtualreality mode Credits Artwork by Bethany Coyles Music by The Flaming Pike Trailer by Josh CurryGlasper Firstperson mode amp
Do you know de way,20180315,0.0,24.99,https://cdn.akamai.steamstatic.com/steam/apps/805870/header.jpg?t=1547402809,0.0,137.0,17.0,"Singleplayer,Steam Achievements","Adventure,Indie,Memes,2D,Casual,Singleplayer,Music,Relaxing,Puzzle,Atmospheric,Logic,Hidden Object,Psychological Horror",Do you know de way a game in the style of maze about a mutant with pink hair He comes from Uganda but events also take place in Ugandas dungeons The goal of the game is that you need to carefully bring the Queen to the door through the thorny maze Our main character makes very interesting sounds during movement downtime and even when he is near the Queen The game is not difficult but requires vigilance and careful management Features Play a popular character Near with you will the beautiful Queen Very funny soundtrack and highquality soundtrack 12 levels mazes
VR Mini Bowling 2,20200410,0.0,7.99,https://cdn.akamai.steamstatic.com/steam/apps/1257190/header.jpg?t=1586533267,0.0,3.0,0.0,"Singleplayer,Multiplayer,Steam Leaderboards","Indie,Casual,Sports,VR,Bowling,Mini Golf",VR Mini Bowling returns in this new and improved installment VR Mini Bowling 2 brings the addition of Powerups which completely change the way the game is played in this cross between bowling and mini golf Please Note If you already own VR Mini Bowling 1 you can use the Mini Bowling Upgrade Bundle to buy VRMB2 at a lower price If you do not yet own VRMB1 then I only recommend buying VRMB2 as it contains everything that VRMB1 has plus more Key Features Bowling Ball Powerups Split Ball Big Ball Orbit Ball Fast Ball 5 scoring modes 5 courses with 10 unique lanes each including 3 reimagined legacy courses Traditional bowling lanes with realistic physics spin oil patterns Local Multiplayer 24 different bowling balls to choose from 16 unlockable Personal best statistics for each lane and scoring mode Customizable Sound Effects Adjustable Throw Force Multiplier Global Leaderboards for each scoring mode on each course Improvements Automatically pick up the ball by pressing the trigger You no longer have to reach out and grab it you still can if you want to though Reimagined environments with improved visuals Simplified lobby for easier navigation and multiplayer selection When playing multiplayer you can now switch players whenever you want Each player can play thru all lanes at once switch every 1 lane every 3 lanes etc Multiplayer scoreboards available on all lanes Standard Mode The newest game mode Use powerups to boost your game and try to get the highest score possible No Powerups Mode Normal bowling rules apply and no powerups are available Try to get the highest score possible Stroke Play Mode This mode will put your skills to the test Use powerups to you help knock down all of the pins in as few throws as possible Rush Play Mode Speed is the key in this mode Knock down all of the pins as quickly as possible You get unlimited throws in this mode so fire away Normal Bowling Mode Feel like changing it up and playing a regular game of bowling You can Play with or without Powerups try Active Spin mode you change the spin on the ball as it goes down the lane and even change the oil pattern on the lane
Most Correct Football Simulator,20190521,0.0,0.49,https://cdn.akamai.steamstatic.com/steam/apps/1081710/header.jpg?t=1558429332,0.0,32.0,0.0,Singleplayer,"Action,Indie,Casual,Simulation,Sports,Physics,Funny,Third Person,Comedy,Arcade,Sandbox,Atmospheric,Singleplayer,Replay Value,Gore,Fighting,Relaxing",Most Correct Football Simulator A a physicsbased soccer simulator The main feature of the game is the unpredictable behavior of the players on the pitch However you should keep in mind that not only the opponent teamAs players are going to faff around but your own as well because their main task is not to score a goal but just to kick the ball as strong as they can and they do not really bother where it is going to fly then Besides sometimes the players do not scruple to hit one another and you can act in the same way too And if you neutralize the opponents player their team will become weaker so you will have more chances to win The main objective is to score 15 goals to win the match You can use any kind of dirty tricks for there are no rules in this game
The Inn Between Prologue,20220509,0.0,0.0,https://cdn.akamai.steamstatic.com/steam/apps/1152690/header.jpg?t=1652130821,0.0,0.0,0.0,Singleplayer,,Discover a dark new fantasy world in The Inn Between a turnbased tactical RPG with strong elements of exploration and many opportunities to forge your own path The Prologue Chapter is a roughly 8 hour experience crafted to be the launching point of The Inn Between series The Prologue Chapter is a standalone experience and progress will not carry over to future chapters in the series however it will give you an idea as to what future chapters can be Which is why we have decided to release this chapter for free We want to start to build a community around this game so feel free to join the gameAs discord to provide us with useful feedbackLinked in the sidebar The Prologue Chapter is a great introduction into the world and lore we are building and you will be able to become acquainted with some characters who will be present in The Between We look forward to working with the community as we move forward with development of Chapter One At its core The Inn Between is a uniquely styled roleplaying game with turnbased combat and rich storytelling Build each party member however you like solve puzzles craft items and slash your way through a variety of enemies There are lots of secrets to find in The Between so be sure to check every nook and cranny The world is filled with new things to discover and often times branching off the main path will have you finding new items characters quests and more Enjoy a large selection of tactics style combat encounters that are sprinkled throughout the game world Every turn matters as you attack reposition and heal your squad leveraging your own build style against a variety of encounters Swords shields guns wands and more are at your disposal as well as a fair selection of abilities for each type of weapon Use these tools and more to manage each conflict by dealing damage directly or by trapping the battlefield with hazardous terrain Follow the story of Cryptor who has woken up in a world somewhere between life and death Meet new party members and slowly unravel the secrets of The Between a world where lost souls arrive without much guidance left to discover their own true selves
Bruken,20190411,0.0,2.99,https://cdn.akamai.steamstatic.com/steam/apps/999890/header.jpg?t=1557456650,0.0,1.0,8.0,Singleplayer,"Indie,Casual,Adventure",Bruken Thats a weird name Well when you get into the world youll see that its all in pieces Also Gravity has flipped Doesnt it normally drag you inwards Well when you see this world youll think Aww Its all bruken Everythings bruken The worlds bruken Gravity is bruken Goodness gracious me Explore this exciting new world as a little ball I do believe that whatever caused this place to break apart like this has left lots of energy around the place I wonder if thatll help you to overcome the ever stronger gravitational force as you get closer to the center Hmm Either way its just a bit of fun Have an explore do the jumps poke around the maze or on top of the maze and generally just enjoy yourself I made this game with one goal in mind A relaxing and fun game to play when youre keen to chill out in the afternoon or whenever you relax really with a bit of difficulty at the endmiddle Good luck with that by the way gravity can be a real pain in the butt Features A big ol hand crafted world to explore not just procedural planes All sorts of things to jump onoffoverintoetc A movement system with slight complexity to it if you figure it out there are a few different ways to do things Energy system the more you have the betterfasterstronger na na na na what dont kill me can only make me stronger wait what was I saying Plenty of waypoints etc Fun excitement joy bliss the meaning of life candy a brand new Porche 911 2018 model with turbo chargers AND superchargers hand crafted by angels and painted by famous artists long dead Alright that last one may have been a stretch but sales amirite
Crowalt Traces of the Lost Colony,20220106,0.0,6.49,https://cdn.akamai.steamstatic.com/steam/apps/1269500/header.jpg?t=1646747213,0.0,55.0,9.0,"Singleplayer,Steam Achievements","Side Scroller,Mystery,Adventure,Story Rich,Investigation,Retro,Puzzle,Detective,Stylized,Funny,Pixel Graphics,Pirates,Historical,Choices Matter,Narration,Hidden Object,Point Click,2D,Singleplayer,Indie",Crowalt Traces of the Lost Colony is an adventure game that is merging the traditional storytelling with modernday pixel art graphics CHASING A MYSTERY THAT IS UNEXPLAINED FOR 150 YEARS A group of people who set out to establish the first settled colony in America in 1587 mysteriously disappears a short time after arriving They leave only an island name carved on a tree Crowalt Now the year is 1737 A young and ambitious adventurer Hugh Radcliff pursues the Lost Colony to make his first great discovery Now different people live in Crowalt where he came to solve this mystery He will hover around the island and definitely will get in a series of troubles to find what happened to the Lost Colony CLASSIC POINT AND CLICK MECHANICS Collect combine and use items to solve puzzles PIRATES ARE HERE TOO Try to deal with routine pirate visitors of Crowalt and of course enjoy funny dialogues FOLLOW YOUR JOURNAL Hugh draws important things and takes notes regarding them in his journal It will be updated after important events and findings during the game MAKE CHOICES Lie or speak only the truth COLLECT ARTIFACTS There are lots of historical items around the island collecting them will take you to another level of  achievements EARN THE TRUST OF NATIVES Natives are discreet residents of the island Taking information from them will require earning their trust
